file_before,well,width_um_before,width_std_um_before,scratch_area_px_before,width_cv_before,valid_rows_before,cell_confluence_outside_scratch_before,qc_flag_before,overlay_path_before,panel_path_before,mode_before,file_after,width_um_after,width_std_um_after,scratch_area_px_after,width_cv_after,valid_rows_after,cell_confluence_outside_scratch_after,qc_flag_after,overlay_path_after,panel_path_after,mode_after,width_um_effective,light,time,treatment_file,closure_um,percent_closure
47E7.jpg,E7,1278.3291015625,317.29888916015625,1851779,0.2482137829065323,2291,0.46076103246797745,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_47E7_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_47E7_panel.png,before,PTE7.jpg,,,0,,0,0.4615538567202722,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE7_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE7_panel.png,after,0.0,unknown,unknown,,1278.3291015625,1.0
49E4.jpg,E4,1446.8642578125,454.6656799316406,2117009,0.3142421245574951,2346,0.45903522550621495,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_49E4_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_49E4_panel.png,before,PTE4.jpg,,,0,,0,0.46239228475333477,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE4_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE4_panel.png,after,0.0,R,1 min,tE4_R_1m.jpg,1446.8642578125,1.0
4A11.jpg,A11,1142.7779541015625,325.0197448730469,1263849,0.2844119966030121,1713,0.4592157758823543,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_4A11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_4A11_panel.png,before,PTA11.jpg,753.7117309570312,175.4280548095703,553204,0.23275217413902283,1233,0.46696236654612905,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTA11_panel.png,after,753.7117309570312,UV,5 min,tA11_UV_5m.jpg,389.06622314453125,0.3404565355396711
50E3.jpg,E3,1063.176513671875,133.00851440429688,1658730,0.12510482966899872,2353,0.47004796422399986,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_50E3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_50E3_panel.png,before,PTE3.jpg,,,0,,0,0.46359095281414353,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE3_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE3_panel.png,after,0.0,R,10 s,tE3_R_10.jpg,1063.176513671875,1.0
51E2.jpg,E2,1181.1256103515625,163.3891143798828,1760183,0.13833339512348175,2239,0.4686465491435015,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_51E2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_51E2_panel.png,before,PTE2.jpg,,,0,,0,0.46796374811636543,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE2_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE2_panel.png,after,0.0,unknown,unknown,,1181.1256103515625,1.0
52E1.jpg,E1,1591.4847412109375,281.9110412597656,1982975,0.17713713645935059,2318,0.46656921055293393,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_52E1_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_52E1_panel.png,before,PTE1.jpg,,,0,,0,0.4652662445208389,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE1_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTE1_panel.png,after,0.0,control,10 min,tE1_control_R_10m.jpg,1591.4847412109375,1.0
53D12.jpg,D12,1067.517578125,295.1593322753906,1565799,0.27649131417274475,2354,0.4610010789010055,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_53D12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_53D12_panel.png,before,PTD12.jpg,,,0,,0,0.4640583979759716,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD12_panel.png,after,0.0,UV,10 min,tD12_UV_10m.jpg,1067.517578125,1.0
54D11.jpg,D11,1447.2509765625,408.3197326660156,2084950,0.28213468194007874,2330,0.4575531664513517,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_54D11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_54D11_panel.png,before,PTD11.jpg,,,0,,0,0.45981398980016946,no_scratch,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTD11_panel.png,after,0.0,UV,5 min,tD11_UV_5m.jpg,1447.2509765625,1.0
55C12.jpg,C12,1106.968505859375,186.93661499023438,1701638,0.16887256503105164,2353,0.45875765102045574,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_55C12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_55C12_panel.png,before,PTC12.jpg,503.5347595214844,123.63091278076172,362584,0.24552607536315918,1152,0.46385625405124215,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC12_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC12_panel.png,after,503.5347595214844,UV,10 min,tC12_UV_10m.jpg,603.4337463378906,0.5451227773363125
56C11.jpg,C11,1864.5535888671875,348.2992858886719,2445545,0.18680034577846527,2260,0.4590029710428078,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_56C11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/before_56C11_panel.png,before,PTC11.jpg,853.2987060546875,255.03079223632812,533874,0.2988763153553009,1255,0.4576579202932141,ok,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC11_overlay.jpg,/Users/ethanzhang/Desktop/02261/final/final_output/debug/after_PTC11_panel.png,after,853.2987060546875,UV,5 min,tC11_UV_5m.jpg,1011.2548828125,0.5423576393032981
